Identyfikator publiczny,Nazwa,Rodzaj obiektu,Opis ogolny,Gmina,Powiat,Wojewodztwo,Szerokosc geograficzna,Dlugosc geograficzna,Adres,Dostepnosc
OZO-9E9A0292D562,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2819847902427,21.1244704283716,"ul. Hansa Christiana Andersena 1C, Ząbki",Na żądanie
OZO-F4C1B27C68CE,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.09965641897691,21.28131683754565,"ul. Poniatowskiego Józefa 29L, Otwock",Na żądanie
OZO-14F6E688D518,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2247783761509,21.0197594046117,"ulica Krucza 6/14B, Śródmieście",Na żądanie
OZO-DFC85D55AB8A,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2780442571693,21.1256865135162,"ul. Powstańców 26C, Ząbki",Całodobowa
OZO-29F0C717739F,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.10938824,21.28199183,"ul. Reymonta Władysława Stanisława 57A, Otwock",Na żądanie
OZO-C8E1E7EE32A4,Miejsce ochronne,Obiekt ochrony ludności,,Siemiatycze,pow. siemiatycki,podlaskie,52.424375,22.87302,"ul. Kościuszki Tadeusza 35, Siemiatycze",Całodobowa
OZO-C5B6E19EA90F,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.158283749925346,22.24943075944783,"ul. Maczka Generała Stanisława 12, Siedlce",Na żądanie
OZO-61ADAF0133DC,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1030133931507,22.9308641994982,"ul. Teofila Noniewicza 83, Suwałki",Na żądanie
OZO-4F88637C7656,Miejsce ochronne,Obiekt ochrony ludności,,Biała Podlaska,Biała Podlaska,lubelskie,52.02315184416709,23.159784116429353,"ul. Sidorska 99A, Biała Podlaska",Na żądanie
OZO-33302264EFF5,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.157306782442454,22.242470383644104,"ul. Romanówka 19, Siedlce",Na żądanie
OZO-1AC8F94E2E75,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3110923643699,21.0930599076071,"ul. Barbary 5C, Marki",Na żądanie
OZO-27A79595A214,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16606175227307,22.27384686470032,"ul. Szymanowskiego Karola 4, Siedlce",Na żądanie
OZO-8A7DE6E397BE,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2895649745711,21.1134629888051,"ul. Wiosenna 2, Ząbki",Na żądanie
OZO-70DA97EC29B7,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.15946730247033,22.26346681628208,"ul. Śmiała 17 A-B-C-D-E, Siedlce",Na żądanie
OZO-706B5D3495F1,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16179389906454,22.263560539938513,"ul. Partyzantów 14 A-C-E, Siedlce",Na żądanie
OZO-7035EC05C52F,Miejsce ochronne,Obiekt ochrony ludności,,Ostrołęka,Ostrołęka,mazowieckie,53.07420334183753,21.56497523188591,"ul. Sienkiewicza Henryka 47, Ostrołęka",Na żądanie
OZO-448ED2C71D2A,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.166696740853,22.2749835288459,"ul. Moniuszki Stanisława 2, Siedlce",Na żądanie
OZO-C2DBEC2F5588,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2785751552752,21.1318469031095,"ul. Powstańców 60A, Ząbki",Na żądanie
OZO-5E524E68A95D,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16688434462262,22.272867858409885,"ul. Pułaskiego Kazimierza 63, Siedlce",Na żądanie
OZO-2749F3679E66,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.15729690929988,22.25744113326073,"ul. Koszarowa 2, Siedlce",Na żądanie
OZO-F38C3A5EA86D,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1671039742078,22.23940998315811,"ul. Poznańska 111, Siedlce",Na żądanie
OZO-C63FD195CA1A,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2828127939478,21.1386216098336,"ul. Hansa Christiana Andersena 44, Ząbki",Na żądanie
OZO-42200ED6080F,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.0979012912595,22.9340183934821,"Osiedle II 4A, Suwałki",Na żądanie
OZO-9C1D23A646E1,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.30163199,23.2876839,"ul. Torowa 1, Czarna Białostocka",Na żądanie
OZO-FA30EF529B54,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.099203311827374,21.267997026443485,"ul. Andriollego Michała Elwiro 72, Otwock",Na żądanie
OZO-EB92B2E27C53,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.10465141426092,21.26401394605637,"ul. Michała Elwiro Andriollego 34, Otwock",Na żądanie
OZO-C7C4514F47D5,Miejsce ochronne,Obiekt ochrony ludności,,Sokołów Podlaski,pow. sokołowski,mazowieckie,52.4058477817524,22.2395019100327,"ul. Gałczyńskiego 5, Sokołów Podlaski",Określone godziny
OZO-FADB5A90A4B0,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.165413538788776,22.27376639842987,"ul. Sienkiewicza Henryka 38, Siedlce",Na żądanie
OZO-F9944912D3D9,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2066407386966,21.0670649211222,"ul. Cetysówny Marii 1, Mokotów",Na żądanie
OZO-D944C9194495,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2792210947844,21.1212638648003,"ul. Powstańców 15E, Ząbki",Na żądanie
OZO-D7CDE3A67BB1,Miejsce ochronne,Obiekt ochrony ludności,,Biała Podlaska,Biała Podlaska,lubelskie,52.0286256257088,23.1458958834613,"ul. Orzechowa 24, Biała Podlaska",Na żądanie
OZO-8B01A7CA9F36,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1632399902823,22.2740661603863,"ul. Kilińskiego Jana 34, Siedlce",Na żądanie
OZO-B746354291A5,Miejsce ochronne,Obiekt ochrony ludności,,Maków Mazowiecki,pow. makowski,mazowieckie,52.86557083884113,21.098508238792423,"ul. Mickiewicza Adama 20, Maków Mazowiecki",Na żądanie
OZO-DE7C454C2E37,Miejsce ochronne,Obiekt ochrony ludności,,Giżycko,pow. giżycki,warmińsko-mazurskie,54.04436130181132,21.78344283782959,"ul. Wodociągowa 10, Giżycko",Całodobowa
OZO-BF6B6C11DC10,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2809979979483,21.1394892546816,"ul. Powstańców 47, Ząbki",Na żądanie
OZO-A450AE463701,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1654187321876,22.2723960769778,"ul. Henryka Sienkiewicza 44, Siedlce",Na żądanie
OZO-93FB66577BDC,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3225485958654,21.1024529251725,"ul. 11-go Listopada 5C, Marki",Na żądanie
OZO-E9048AF5DAB3,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.23103457,21.06401611,"ul. Brazylijska 7, Praga-Południe",Na żądanie
OZO-A238DF736B75,Miejsce ochronne,Obiekt ochrony ludności,,Białystok,Białystok,podlaskie,53.14422207268856,23.18587571382523,"ul. Pułkowa 11, Białystok",Na żądanie
OZO-39381EB984DF,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1181836999991,22.9307922999996,"ul. Wincentego Witosa 2, Suwałki",Na żądanie
OZO-B59071C6F1B8,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2876061473928,21.1352905839919,"ul. Krucza 21, Ząbki",Na żądanie
OZO-D92385351D01,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2921874366013,21.1167557552228,"ul. Legionów 10B, Ząbki",Na żądanie
OZO-8D6CD3EC63D5,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2940690740179,21.110957341869,"ul. Stefana Batorego 4, Ząbki",Na żądanie
OZO-C79A98326BA3,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1190519263637,22.9261500495135,"ul. Szpitalna 60, Suwałki",Na żądanie
OZO-6DF023AB927D,Miejsce ochronne,Obiekt ochrony ludności,,Sokołów Podlaski,pow. sokołowski,mazowieckie,52.4182236241624,22.2511932648241,"ul. Chabrowa 23, Sokołów Podlaski",Całodobowa
OZO-ED75A1DEFCF5,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2836084562122,21.1231034251312,"ul. Szwoleżerów 68F, Ząbki",Na żądanie
OZO-D22EC27B85AB,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.100012310819615,21.27958413160165,"ul. Józefa Poniatowskiego 29F, Otwock",Na żądanie
OZO-B531491C44F9,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.09914524,21.25747935,"ul. Stefana Batorego 34c, Otwock",Na żądanie
OZO-1C9930D223C3,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2838657151756,21.1337996391083,"ul. Szwoleżerów 126B, Ząbki",Na żądanie
OZO-5A1E512A4ABA,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.211100963925674,21.064570248126987,"ul. Bartycka 71, Mokotów",Na żądanie
OZO-C1F94AA0F0D0,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.155449227342,22.2580298193304,"ul. Artyleryjska 9, Siedlce",Na żądanie
OZO-C8B69DC33AEA,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2849118203725,21.1335931713478,"ul. Szwoleżerów 126, Ząbki",Na żądanie
OZO-BC58BC6CE981,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.29867629,23.28209088,"ul. Torowa 26, Czarna Białostocka",Całodobowa
OZO-7287C03160B3,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.11343281,21.26489882,"ul. Dłuskiego Kazimierza 10, Otwock",Na żądanie
OZO-DD5A3544FD6E,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2804097629175,21.1220470255775,"ul. Różana 13, Ząbki",Na żądanie
OZO-F1492B5105BB,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.0859323062863,22.9336457973935,"ul. Sportowa 6I, Suwałki",Na żądanie
OZO-FF34E319678C,Miejsce ochronne,Obiekt ochrony ludności,,Terespol,pow. bialski,lubelskie,52.07196889080517,23.602362424135208,"ul. Wojska Polskiego 60, Terespol",Na żądanie
OZO-A444E6DE16D9,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.326554389339,21.0940307287635,"ul. 11-go Listopada 46, Marki",Na żądanie
OZO-7265B0F12C28,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1249986048353,22.9272687240867,"ul. Ignacego Daszyńskiego 3A, Suwałki",Na żądanie
OZO-A522E337B12B,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3342863615311,21.1104573302037,"ul. Maksymiliana Małachowskiego 10, Marki",Na żądanie
OZO-7FDC1FF8381C,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.30051752,23.28422297,"14, Czarna Białostocka",Całodobowa
OZO-7B2306D08295,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.0860667025256,22.932146145345,"ul. Sportowa 6F, Suwałki",Na żądanie
OZO-86D55149B408,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3560626103377,21.115951001488,"ul. Tęczowa 3, Marki",Na żądanie
OZO-73FAD6F5628A,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16404469147373,22.272208034992218,"ul. 3 Maja 54, Siedlce",Określone godziny
OZO-FFFD632AED90,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1170012594964,22.946704879479,"ul. Klonowa 49, Suwałki",Na żądanie
OZO-8306AB9A9913,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2900963517532,21.1139088222356,"ul. Wiosenna 6, Ząbki",Na żądanie
OZO-F68554F7A76B,Miejsce ochronne,Obiekt ochrony ludności,,Ostrołęka,Ostrołęka,mazowieckie,53.100643425218564,21.621851474046707,"ul. Czwartaków 4, Ostrołęka",Na żądanie
OZO-DA4F70695DC6,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.17581671824691,22.26478233933449,"ul. Nowy Świat 9, Siedlce",Na żądanie
OZO-A8DE8FC1E6A7,Miejsce ochronne,Obiekt ochrony ludności,,Sokołów Podlaski,pow. sokołowski,mazowieckie,52.40957766,22.23870316,"ul. Wspólna 2, Sokołów Podlaski",Określone godziny
OZO-CF2EB61E2290,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.29768426,23.28503963,"ul. Sienkiewicza Henryka 7, Czarna Białostocka",Określone godziny
OZO-0CE996B03B73,Miejsce ochronne,Obiekt ochrony ludności,,Sokołów Podlaski,pow. sokołowski,mazowieckie,52.40628562911203,22.241355925798416,"ul. Wolności 27, Sokołów Podlaski",Określone godziny
OZO-2B4D1C261945,Miejsce ochronne,Obiekt ochrony ludności,,Sokołów Podlaski,pow. sokołowski,mazowieckie,52.4086835704148,22.2312443387933,"ul. Kolejowa 10A, Sokołów Podlaski",Określone godziny
OZO-DCB69DCB478C,Miejsce ochronne,Obiekt ochrony ludności,,Zielonka,pow. wołomiński,mazowieckie,52.3032635055189,21.1632063228186,"ul. Prymasa Stefana Wyszyńskiego 7H, Zielonka",Na żądanie
OZO-17465C97AABD,Miejsce ochronne,Obiekt ochrony ludności,,Giżycko,pow. giżycki,warmińsko-mazurskie,54.04461655679842,21.78292202073098,"ul. Wodociągowa 12, Giżycko",Całodobowa
OZO-4BDA4306C989,Miejsce ochronne,Obiekt ochrony ludności,,Zielonka,pow. wołomiński,mazowieckie,52.3001556132856,21.1622618449262,"ul. Wojska Polskiego 5, Zielonka",Na żądanie
OZO-2B2CA129F702,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2849970751124,21.1350551809449,"ul. Szwoleżerów 130, Ząbki",Na żądanie
OZO-D2AA635CFED2,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.3017034,23.28519303,"ul. Traugutta 28, Czarna Białostocka",Całodobowa
OZO-ACC40D8F0732,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3258153962004,21.0913024960103,"ul. Kartografów 5, Marki",Na żądanie
OZO-566923F05875,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16929280757437,22.27628365159035,"ul. Biskupa Ignacego Świrskiego 45, Siedlce",Określone godziny
OZO-9CAE8182948A,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.17283602,22.30059111,"ul. Boczna 17, Siedlce",Na żądanie
OZO-2D7E1D90C88A,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,pow. siedlecki,mazowieckie,52.14248616,22.21169536,"ul. Siedlecka 87, Żelków-Kolonia",Na żądanie
OZO-883C8FC832B8,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.30574909,23.27252998,"ul. Czajkowskiego 2, Czarna Białostocka",Na żądanie
OZO-84310CDE379F,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.158629959132,22.2816664224795,"ul. Kolejowa 2, Siedlce",Na żądanie
OZO-222CB087D6E0,Miejsce ochronne,Obiekt ochrony ludności,,Mrągowo,pow. mrągowski,warmińsko-mazurskie,53.84461339,21.30680519,"ul. Wojska Polskiego 56, Mrągowo",Całodobowa
OZO-493020798DA8,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1572875997992,22.2737969999007,"ul. Rakowiecka 30, Siedlce",Na żądanie
OZO-CC052E1183B1,Miejsce ochronne,Obiekt ochrony ludności,,Giżycko,pow. giżycki,warmińsko-mazurskie,54.04507964192367,21.78824231028557,"ul. Kazimierza Wielkiego 18, Giżycko",Całodobowa
OZO-25CE87AA4A84,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2778823946249,21.1253832490674,"ul. Powstańców 26D, Ząbki",Na żądanie
OZO-8F31DCED5958,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.0878608837438,22.9333537595213,"ul. Sportowa 6A, Suwałki",Na żądanie
OZO-4BB966F6CF8F,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.1907545608113,21.0218652678605,"ulica Ignacego Krasickiego 8, Mokotów",Na żądanie
OZO-49DBDF322B3E,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.09875689,21.25733515,"ul. Stefana Batorego 36a, Otwock",Na żądanie
OZO-8F8526759555,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2079798798834,21.0673172143798,"ul. Ananasowa 31, Mokotów",Na żądanie
OZO-0C44625A3BB9,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3254809531628,21.0891531607886,"ul. Kartografów 19, Marki",Na żądanie
OZO-357C8F18DC5E,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1628020082588,22.2605574365029,"ul. Kosowska 7, Siedlce",Na żądanie
OZO-EC5A259D3E2E,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2790365484557,21.119367079362,"ul. Powstańców 15A, Ząbki",Na żądanie
OZO-A2AD44EA5F3A,Miejsce ochronne,Obiekt ochrony ludności,,Sejny,pow. sejneński,podlaskie,54.1060455988302,23.3479676395654,"ul. Parkowa 1, Sejny",Całodobowa
OZO-A03197D5C7E6,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.098800591813266,21.283103201930746,"ul. Józefa Poniatowskiego 39, Otwock",Na żądanie
OZO-D41685D9A26F,Miejsce ochronne,Obiekt ochrony ludności,,Wołomin,pow. wołomiński,mazowieckie,52.3413135099379,21.2395939762864,"ul. Prądzyńskiego 35A, Wołomin",Na żądanie
OZO-B41209F029EE,Miejsce ochronne,Obiekt ochrony ludności,,Ostrołęka,Ostrołęka,mazowieckie,53.086743182510126,21.586988121271137,"ul. Witosa Wincentego 1, Ostrołęka",Na żądanie
OZO-BFF1CFC24FCC,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.29983691,23.28578651,"ul. Żeromskiego 2, Czarna Białostocka",Na żądanie
OZO-445248241D4D,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16078553,22.29297792,"ul. Generała Franciszka Kleeberga 2, Siedlce",Na żądanie
OZO-E174F7E9A865,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.22124797098192,21.2467727308867,"ul. Gościniec 158, Wesoła",Na żądanie
OZO-D2B598BD6CEB,Miejsce ochronne,Obiekt ochrony ludności,,Olecko,pow. olecki,warmińsko-mazurskie,54.04108275,22.50111642,"ul. Armii Krajowej 26, Olecko",Określone godziny
OZO-4E852AB10171,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.160592771738244,22.269091308116916,"ul. Hozera Kazimierza 1, Siedlce",Na żądanie
OZO-940990497C72,Miejsce ochronne,Obiekt ochrony ludności,,Zielonka,pow. wołomiński,mazowieckie,52.3007920654909,21.161237158521,"ul. Wojska Polskiego 1, Zielonka",Na żądanie
OZO-77BFE934FA90,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.21458018951669,21.01905852556229,"ulica Polna 3A, Śródmieście",Na żądanie
OZO-AE0846183DBB,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2852954953188,21.138778582988,"ul. Szwoleżerów 142, Ząbki",Na żądanie
OZO-7EAB36B71A4A,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.299371159739835,21.01161137223244,"ul. Marywilska 15, Białołęka",Na żądanie
OZO-BEA713D78392,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.173067695769824,22.300281375646595,"ul. Boczna 15, Siedlce",Na żądanie
OZO-E9F9669A6950,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.29934491546595,21.011050790548328,"ul. Marywilska 15B, Białołęka",Na żądanie
OZO-80F126EBA888,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1258003467909,22.9404218042377,"ul. Alfreda Wierusza-Kowalskiego 4A, Suwałki",Na żądanie
OZO-898E75A4A074,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.299897682198626,21.011200994253162,"ul. Marywilska 17, Białołęka",Na żądanie
OZO-E628946C94CF,Miejsce ochronne,Obiekt ochrony ludności,,Giżycko,pow. giżycki,warmińsko-mazurskie,54.018214959284336,21.74318253993988,"ul. Moniuszki 23H, Giżycko",Całodobowa
OZO-3F4CEA62ECCA,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.299576192594195,21.01074501872063,"ul. Marywilska 17A, Białołęka",Na żądanie
OZO-43AC9C7653A8,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.268305440043,21.0584497530294,"ul. Święciańska 4, Targówek",Na żądanie
OZO-9891D7785520,Miejsce ochronne,Obiekt ochrony ludności,,Białystok,Białystok,podlaskie,53.1456227410046,23.1147797616768,"Aleja Konstytucji 3-go Maja 30, Białystok",Całodobowa
OZO-2DA2CACE48B7,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.09934271,21.25680182,"ul. Stefana Batorego 34b, Otwock",Na żądanie
OZO-9982DC690299,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1695032729303,22.284291216316205,"ul. Konarskiego Stanisława 2, Siedlce",Na żądanie
OZO-8654A6942266,Miejsce ochronne,Obiekt ochrony ludności,,Dąbrowa Białostocka,pow. sokólski,podlaskie,53.6528644052262,23.3530391640573,"ul. Tysiąclecia Państwa Polskiego 17, Dąbrowa Białostocka",Na żądanie
OZO-BB05206A8E0C,Miejsce ochronne,Obiekt ochrony ludności,,Krasnopol,pow. sejneński,podlaskie,54.1158260611386,23.2042342165676,"ul. Maja 1 1, Krasnopol",Określone godziny
OZO-05B52BEE1FF8,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.1127264,21.26731857,"ul. Reymonta Władysława Stanisława 14B, Otwock",Na żądanie
OZO-690AD44203DE,Miejsce ochronne,Obiekt ochrony ludności,,Marki,pow. wołomiński,mazowieckie,52.3223305540581,21.1022866281928,"ul. 11-go Listopada 5D, Marki",Na żądanie
OZO-08481D90F4C8,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.29908028,23.28887035,"2, Czarna Białostocka",Całodobowa
OZO-13168EC08F6F,Miejsce ochronne,Obiekt ochrony ludności,,Suwałki,Suwałki,podlaskie,54.1207070248764,22.9306616088984,"ul. Mikołaja Reja 74, Suwałki",Na żądanie
OZO-BB603FC36CB0,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.16422348,21.11241337,"ulica Syta 92B, Wilanów",Na żądanie
OZO-9639D6B56C8A,Miejsce ochronne,Obiekt ochrony ludności,,Czarna Białostocka,pow. białostocki,podlaskie,53.29977742,23.21648502,"ul. Szkolna 1, Czarna Wieś Kościelna",Określone godziny
OZO-88D06773EF1D,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.1016035704415,21.271583904173,"ul. Filipowicza gen. Juliana 3, Otwock",Na żądanie
OZO-755DF86B65A3,Miejsce ochronne,Obiekt ochrony ludności,,Wiązowna,pow. otwocki,mazowieckie,52.1983107838379,21.251066923141483,"10, Zagórze",Na żądanie
OZO-CB4BE56C703D,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.098985818760674,21.282695531845093,"ul. Poniatowskiego Józefa 33, Otwock",Na żądanie
OZO-7989929B31C7,Miejsce ochronne,Obiekt ochrony ludności,,Terespol,pow. bialski,lubelskie,52.074474254621,23.610665809247,"ul. Graniczna 2, Terespol",Na żądanie
OZO-432F5EBC8B0C,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.15834509571267,22.241641581058506,"ul. Pescantina 8, Siedlce",Na żądanie
OZO-746D011918FB,Miejsce ochronne,Obiekt ochrony ludności,,Wiżajny,pow. suwalski,podlaskie,54.3682541,22.86856344,"ul. Szkolna 11, Wiżajny",Na żądanie
OZO-0E6100F4E9E9,Miejsce ochronne,Obiekt ochrony ludności,,Otwock,pow. otwocki,mazowieckie,52.10934463,21.28279428,"ul. Reymonta Władysława Stanisława 57B, Otwock",Na żądanie
OZO-D2EA4848BA5D,Miejsce ochronne,Obiekt ochrony ludności,,Ząbki,pow. wołomiński,mazowieckie,52.2809673541788,21.1220809474289,"ul. Różana 11, Ząbki",Na żądanie
OZO-47F9E4B6E45E,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.16724299012657,22.273744940757755,"skwer Skwer Niepodległości 2, Siedlce",Określone godziny
OZO-156A1470B271,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2998255112661,21.010484844446186,"ul. Marywilska 17B, Białołęka",Na żądanie
OZO-395343C9C830,Miejsce ochronne,Obiekt ochrony ludności,,Siedlce,Siedlce,mazowieckie,52.1736051482373,22.2795832667016,"ul. Lelewela Joachima 5, Siedlce",Na żądanie
