Identyfikator publiczny,Nazwa,Rodzaj obiektu,Opis ogolny,Gmina,Powiat,Wojewodztwo,Szerokosc geograficzna,Dlugosc geograficzna,Adres,Dostepnosc
OZO-4132D500CE8B,Miejsce ochronne,Obiekt ochrony ludności,,Jędrzejów,pow. jędrzejowski,świętokrzyskie,50.6480298079919,20.2910247949218,"ul. Listopada 11 111, Jędrzejów",Na żądanie
OZO-7781AD0BBBF1,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.77377719,19.43034092,"ul. Srebrzyńska 12, Łódź",Na żądanie
OZO-531A095BE43F,Miejsce ochronne,Obiekt ochrony ludności,,Wieluń,pow. wieluński,łódzkie,51.2162696921063,18.5899112329366,"os. Osiedle im. Kardynała Stefana Wyszyńskiego 28, Wieluń",Na żądanie
OZO-585AC1CBE41D,Miejsce ochronne,Obiekt ochrony ludności,,Wieliczka,pow. wielicki,małopolskie,49.986058900119474,20.038692503272664,"11, Wieliczka",Całodobowa
OZO-F9005000DA38,Miejsce ochronne,Obiekt ochrony ludności,,Kłobuck,pow. kłobucki,śląskie,50.90810607,18.94127037,"ul. Rómmla gen. 10, Kłobuck",Całodobowa
OZO-01E1695A2784,Miejsce ochronne,Obiekt ochrony ludności,,Olkusz,pow. olkuski,małopolskie,50.26249123,19.56189884,"ul. Krasińskiego Zygmunta 4, Olkusz",Na żądanie
OZO-0E20ED5C229C,Miejsce ochronne,Obiekt ochrony ludności,,Kluczbork,pow. kluczborski,opolskie,50.98131646,18.21494216,"ul. Jana Pawła II 24, Kluczbork",Na żądanie
OZO-D2EEF5909172,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.78829591,19.38165824,"ul. Kaczeńcowa 2D, Łódź",Na żądanie
OZO-B6BA615B12CD,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.6062718119145,18.9506416860462,"ul. Jana Kazimierza 7/9, Zduńska Wola",Na żądanie
OZO-CE97693DF60C,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.25957596,19.04567921,"ul. Bogucicka 3a, Katowice",Całodobowa
OZO-A3B597665A36,Miejsce ochronne,Obiekt ochrony ludności,,Herby,pow. lubliniecki,śląskie,50.75236053070526,18.882964977179885,"ul. Mickiewicza 19, Herby",Całodobowa
OZO-8B7AF1018A90,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8781098480436,20.6273307933599,"ul. Stefana Okrzei 19/23, Kielce",Całodobowa
OZO-54BA362DCB9F,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8879390875104,20.6410589455999,"ul. Stara 7, Kielce",Całodobowa
OZO-0F34980493D6,Miejsce ochronne,Obiekt ochrony ludności,,Chęciny,pow. kielecki,świętokrzyskie,50.7271920570295,20.5380718773137,"104, Łukowa",Określone godziny
OZO-C1487CF291D6,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5891876544753,19.1373271397954,"ul. Polna 11, Łask",Na żądanie
OZO-279673AFC3F4,Miejsce ochronne,Obiekt ochrony ludności,,Olkusz,pow. olkuski,małopolskie,50.2629571,19.57274647,"ul. Sosnowa 36, Olkusz",Na żądanie
OZO-EC353E34CA33,Miejsce ochronne,Obiekt ochrony ludności,,Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie,50.3216634250569,19.1938488637543,"ul. Królowej Jadwigi 12, Dąbrowa Górnicza",Na żądanie
OZO-F37C4FF53923,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.9029451206926,20.6789113446167,"ul. Starogórska 81, Kielce",Całodobowa
OZO-5F4329F1AB09,Miejsce ochronne,Obiekt ochrony ludności,,Rybnik,Rybnik,śląskie,50.1296113349657,18.5220980467535,"ul. Podmiejska 56, Rybnik",Na żądanie
OZO-5D34E51B2A6D,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.594795114092655,18.950061500072483,"ul. Łaska 91, Zduńska Wola",Na żądanie
OZO-501635C56482,Miejsce ochronne,Obiekt ochrony ludności,,Olkusz,pow. olkuski,małopolskie,50.26243202,19.57282957,"ul. Sosnowa 38, Olkusz",Na żądanie
OZO-2E3295C36985,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.884194150226,20.6360861509496,"ul. Dębowa 1, Kielce",Całodobowa
OZO-89D95AAA653E,Miejsce ochronne,Obiekt ochrony ludności,,Końskie,pow. konecki,świętokrzyskie,51.1869864883084,20.4194284875062,"ul. Partyzantów 9, Końskie",Określone godziny
OZO-A66BFFF6D5C9,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5880576522692,19.139566993321,"ul. Południowa 3, Łask",Na żądanie
OZO-C0B6DEA73185,Miejsce ochronne,Obiekt ochrony ludności,,Radoszyce,pow. konecki,świętokrzyskie,51.0764528484506,20.2521160704457,"ul. Papieża Jana Pawła II 33, Radoszyce",Określone godziny
OZO-8B78832CFFE0,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.87267387,20.63346104,"ul. Kaczyńskiego Prezydenta Lecha 6, Kielce",Całodobowa
OZO-F5A738D5702C,Miejsce ochronne,Obiekt ochrony ludności,,Kazimierza Wielka,pow. kazimierski,świętokrzyskie,50.2717419316418,20.484098423795,"ul. Szkolna 1, Kazimierza Wielka",Na żądanie
OZO-78813C3F66A5,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.59091094463215,18.932712972164154,"ul. Kossaka Juliusza 3, Zduńska Wola",Na żądanie
OZO-F1E3FC9BC48C,Miejsce ochronne,Obiekt ochrony ludności,,Głubczyce,pow. głubczycki,opolskie,50.168687825532,17.756127896852,"82B, Zopowy-Osiedle",Całodobowa
OZO-13FCD7675D38,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.86819107,20.64346953,"ul. Kostki Świętego Stanisława 7, Kielce",Na żądanie
OZO-DB30A2C9E527,Miejsce ochronne,Obiekt ochrony ludności,,Głubczyce,pow. głubczycki,opolskie,50.1685533286857,17.7562621756693,"82A, Zopowy-Osiedle",Całodobowa
OZO-04DBE801D0A8,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8819927208265,20.6183061320919,"ul. Miła 4, Kielce",Całodobowa
OZO-1AC35FA51C14,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8631246960084,20.5931990130773,"ul. Księdza Hugona Kołłątaja 18, Kielce",Na żądanie
OZO-5429D21695AA,Miejsce ochronne,Obiekt ochrony ludności,,Głubczyce,pow. głubczycki,opolskie,50.1825822,17.79364616,"36, Nowe Gołuszowice",Całodobowa
OZO-286F2DCE29AC,Miejsce ochronne,Obiekt ochrony ludności,,Tomaszów Mazowiecki,pow. tomaszowski,łódzkie,51.5141543510366,19.9631473608143,"ul. Cegielniana 8, Dąbrowa",Określone godziny
OZO-AEE96A71A0FE,Miejsce ochronne,Obiekt ochrony ludności,,Końskie,pow. konecki,świętokrzyskie,51.186619547544055,20.411923876070315,"ul. Południowa 1, Końskie",Na żądanie
OZO-AE66211607AD,Miejsce ochronne,Obiekt ochrony ludności,,Tomaszów Mazowiecki,pow. tomaszowski,łódzkie,51.528311627156,20.0026318150086,"ul. Krzyżowa 25/27, Tomaszów Mazowiecki",Określone godziny
OZO-168E8BCB41D1,Miejsce ochronne,Obiekt ochrony ludności,,Oświęcim,pow. oświęcimski,małopolskie,50.0342772698816,19.2355283782603,"ul. Ignacego Łukasiewicza 15, Oświęcim",Całodobowa
OZO-0DA33C7776B1,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.8091258378769,19.3968170230096,"ul. Traktorowa 143, Łódź",Całodobowa
OZO-E20816EDD303,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8524748007105,20.6292075219899,"ul. Starowapiennikowa 39A, Kielce",Całodobowa
OZO-26884C86221F,Miejsce ochronne,Obiekt ochrony ludności,,Oświęcim,pow. oświęcimski,małopolskie,50.04100007012848,19.212557970755643,"ul. Sikorskiego Generała Władysława 14A, Oświęcim",Na żądanie
OZO-40059B5B62ED,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8902941201099,20.6403487365933,"ul. Turystyczna 10, Kielce",Całodobowa
OZO-2A4C218C7392,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7835764697184,19.4283152930439,"ul. Mahatmy Gandhiego 24, Łódź",Całodobowa
OZO-C6E10794086C,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2367903,18.99129167,"ul. Kępowa 46, Katowice",Całodobowa
OZO-C4B3B0A2C473,Miejsce ochronne,Obiekt ochrony ludności,,Kazimierza Wielka,pow. kazimierski,świętokrzyskie,50.270746840357,20.48370301159,"ul. Partyzantów 34, Kazimierza Wielka",Na żądanie
OZO-E9436B884BBA,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.865682727129,20.6160157269873,"ul. Chęcińska 16G, Kielce",Na żądanie
OZO-F11266308031,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8665122688996,20.6325377312725,"ul. Juliusza Słowackiego 8/10, Kielce",Całodobowa
OZO-A9C7D2248652,Miejsce ochronne,Obiekt ochrony ludności,,Łaziska Górne,pow. mikołowski,śląskie,50.15014441,18.83726034,"ul. Energetyków 4D, Łaziska Górne",Na żądanie
OZO-9AE81ED6D77D,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2536951658566,19.0372655722486,"ul. Ignacego Paderewskiego 32b, Katowice",Całodobowa
OZO-CC2AF1F305AD,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.859674778445,20.6367919023541,"ul. Wojska Polskiego 65A, Kielce",Określone godziny
OZO-20A159B8753B,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.75651887,19.55292424,"ul. Augustów 1, Łódź",Całodobowa
OZO-71DC93708032,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8910284180904,20.6662885900824,"ul. Ignacego Daszyńskiego 25, Kielce",Całodobowa
OZO-F9AF57F38B0A,Miejsce ochronne,Obiekt ochrony ludności,,Racibórz,pow. raciborski,śląskie,50.086892143771315,18.20554730177326,"1, Racibórz",Całodobowa
OZO-A538F0B4F045,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8897092162673,20.639200539118,"ul. Piesza 4, Kielce",Całodobowa
OZO-7EF890950B55,Miejsce ochronne,Obiekt ochrony ludności,,Łaziska Górne,pow. mikołowski,śląskie,50.15010673,18.83573489,"ul. Energetyków 10D, Łaziska Górne",Na żądanie
OZO-6A499306C44B,Miejsce ochronne,Obiekt ochrony ludności,,Andrychów,pow. wadowicki,małopolskie,49.852789807353844,19.339520942672557,"ul. Maja 1-go 7, Andrychów",Na żądanie
OZO-92A754DD49BD,Miejsce ochronne,Obiekt ochrony ludności,,Łaziska Górne,pow. mikołowski,śląskie,50.14970504,18.83618599,"ul. Energetyków 6C, Łaziska Górne",Na żądanie
OZO-639413DFECA7,Miejsce ochronne,Obiekt ochrony ludności,,Andrychów,pow. wadowicki,małopolskie,49.852404,19.339149,"ul. Maja 1-go 11, Andrychów",Na żądanie
OZO-DBFCF511D6C1,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8765726146952,20.6350530836821,"ul. Warszawska 28, Kielce",Na żądanie
OZO-4D57AC8FF12A,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8731543486316,20.6398455903214,"ul. Starodomaszowska 20, Kielce",Na żądanie
OZO-7E31CFAE9A09,Miejsce ochronne,Obiekt ochrony ludności,,Rawa Mazowiecka,pow. rawski,łódzkie,51.7716405064013,20.2615512662277,"ul. Kazimierza Wielkiego 6, Rawa Mazowiecka",Na żądanie
OZO-737969C684C5,Miejsce ochronne,Obiekt ochrony ludności,,Radzionków,pow. tarnogórski,śląskie,50.40340345,18.90503594,"ul. Knosały ks. dr. Józefa 8, Radzionków",Na żądanie
OZO-D9B5C343747F,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8794417899251,20.5876850535582,"ul. KrólaKazimierza Wielkiego 12, Kielce",Określone godziny
OZO-36BD56E15DED,Miejsce ochronne,Obiekt ochrony ludności,,Wolbrom,pow. olkuski,małopolskie,50.38479358,19.77424643,"os. Władysława Łokietka 21, Wolbrom",Na żądanie
OZO-D6DA81B2410D,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8696336662498,20.6464722677049,"ul. Pomorska 53, Kielce",Określone godziny
OZO-AD02F03B0834,Miejsce ochronne,Obiekt ochrony ludności,,Chmielnik,pow. kielecki,świętokrzyskie,50.6143538120429,20.7451951156995,"ul. Piastów 6, Chmielnik",Całodobowa
OZO-B58D73E4DC1F,Miejsce ochronne,Obiekt ochrony ludności,,Radzionków,pow. tarnogórski,śląskie,50.40334033,18.9052839,"ul. Knosały ks. dr. Józefa 6, Radzionków",Na żądanie
OZO-22362D1551C2,Miejsce ochronne,Obiekt ochrony ludności,,Łopuszno,pow. kielecki,świętokrzyskie,50.9461773422673,20.2539068586055,"ul. Strażacka 7A, Łopuszno",Całodobowa
OZO-9E41D33C7B9B,Miejsce ochronne,Obiekt ochrony ludności,,Wolbrom,pow. olkuski,małopolskie,50.38460251158268,19.77532614858228,"os. Władysława Łokietka 23, Wolbrom",Na żądanie
OZO-56BB16A4E647,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8845281171534,20.6279837079342,"ul. Zagnańska 76, Kielce",Całodobowa
OZO-2296377A85EB,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8741353256134,20.6301058437535,"ul. alejaIX Wieków Kielc 4, Kielce",Całodobowa
OZO-C5E3A8456BB3,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8742584844296,20.6289900054908,"ul. alejaIX Wieków Kielc 4A, Kielce",Całodobowa
OZO-03542D8F9315,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8876223125411,20.6052603945136,"ul. Częstochowska 25, Kielce",Całodobowa
OZO-6B178A030D6C,Miejsce ochronne,Obiekt ochrony ludności,,Kluczbork,pow. kluczborski,opolskie,50.98130841,18.21675722,"ul. Jana Pawła II 32, Kluczbork",Na żądanie
OZO-CA1F4229A7B0,Miejsce ochronne,Obiekt ochrony ludności,,Lyski,pow. rybnicki,śląskie,50.121105902513,18.4141073013106,"ul. Rybnicka 25c, Sumina",Na żądanie
OZO-4C3B15886BA6,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8810819,20.62773182,"ul. Okrzei Stefana 48, Kielce",Całodobowa
OZO-FC23B8734FC4,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8674815113873,20.6330996798207,"ul. Adama Mickiewicza 1, Kielce",Określone godziny
OZO-91964615BEA7,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.88925408,20.63715347,"ul. Klonowa 36, Kielce",Na żądanie
OZO-CB6A3BBC5F1C,Miejsce ochronne,Obiekt ochrony ludności,,Radzionków,pow. tarnogórski,śląskie,50.40347617,18.90475849,"ul. Knosały ks. dr. Józefa 10, Radzionków",Na żądanie
OZO-D35845623E46,Miejsce ochronne,Obiekt ochrony ludności,,Bochnia,pow. bocheński,małopolskie,49.96630007,20.44706725,"ul. Brzeźnicka 41, Bochnia",Całodobowa
OZO-F024CD0F095E,Miejsce ochronne,Obiekt ochrony ludności,,Gielniów,pow. przysuski,mazowieckie,51.401384,20.47930368,"ul. Sportowa 4, Gielniów",Określone godziny
OZO-198792A352D7,Miejsce ochronne,Obiekt ochrony ludności,,Bochnia,pow. bocheński,małopolskie,49.96527670917812,20.449720642147074,"ul. Brzeźnicka 55, Bochnia",Całodobowa
OZO-0775BC6B475A,Miejsce ochronne,Obiekt ochrony ludności,,Wieruszów,pow. wieruszowski,łódzkie,51.2946777,18.15750187,"ul. Warszawska 49-51, Wieruszów",Na żądanie
OZO-F63BE4337948,Miejsce ochronne,Obiekt ochrony ludności,,Przysucha,pow. przysuski,mazowieckie,51.3491602,20.62133452,"ul. Hubala Majora 23, Przysucha",Całodobowa
OZO-56492E1A314A,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8885815908205,20.6162963243689,"ul. Gliniana 3, Kielce",Całodobowa
OZO-5ECBFDC98524,Miejsce ochronne,Obiekt ochrony ludności,,Pyskowice,pow. gliwicki,śląskie,50.40109696,18.62000453,"ul. Dąbrowskiego 2/5, Pyskowice",Całodobowa
OZO-1822D5EF64FE,Miejsce ochronne,Obiekt ochrony ludności,,Jędrzejów,pow. jędrzejowski,świętokrzyskie,50.6389111485762,20.3010072737238,"ul. Przypkowskiego Feliksa 7, Jędrzejów",Na żądanie
OZO-8DFBC7EF26F4,Miejsce ochronne,Obiekt ochrony ludności,,Kraków,Kraków,małopolskie,50.06534391,19.88977147,"ul. Borowego Piotra 37A, Kraków",Na żądanie
OZO-F6F764B4E608,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.26374273,19.01934075,"ul. Sokolska 29, Katowice",Całodobowa
OZO-67C7C2BC18C8,Miejsce ochronne,Obiekt ochrony ludności,,Olkusz,pow. olkuski,małopolskie,50.26179574,19.57282194,"ul. Sosnowa 42, Olkusz",Na żądanie
OZO-44C980F93966,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.24428391,19.02954365,"ul. Szybowcowa 1, Katowice",Całodobowa
OZO-A2FE699A6E82,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8537782421825,20.6328347200862,"ul. Jana Chryzostoma Paska 8, Kielce",Określone godziny
OZO-0A5D4A2CC530,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8696738662659,20.6336777134375,"ul. Henryka Sienkiewicza 10/12B, Kielce",Całodobowa
OZO-7007E43CAB4E,Miejsce ochronne,Obiekt ochrony ludności,,Lututów,pow. wieruszowski,łódzkie,51.37217051,18.43297528,"ul. Klonowska 3, Lututów",Określone godziny
OZO-D2BDC0B2F740,Miejsce ochronne,Obiekt ochrony ludności,,Odrzywół,pow. przysuski,mazowieckie,51.5180638850757,20.5300771411119,"15a, Kamienna Wola",Na żądanie
OZO-CDEE69E5BAAD,Miejsce ochronne,Obiekt ochrony ludności,,Kłomnice,pow. częstochowski,śląskie,50.91814049652192,19.353729933500293,"ul. Strażacka 18a, Kłomnice",Na żądanie
OZO-E0DA68C0196A,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2477105728332,19.0874272055962,"ul. Oswobodzenia 38a, Katowice",Na żądanie
OZO-7E530BCF9E4C,Miejsce ochronne,Obiekt ochrony ludności,,Przysucha,pow. przysuski,mazowieckie,51.35643377,20.63074086,"ul. Legionów Polskich 8, Przysucha",Na żądanie
OZO-D9BD44CE5A64,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.26198456,19.01853199,"ul. Skargi Księdza Piotra 6, Katowice",Określone godziny
OZO-890D31E3DAE8,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8698873862572,20.6401272642295,"ul. Zdrojowa 24, Kielce",Całodobowa
OZO-1D19EB46B542,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2595924240189,19.0532040596673,"ul. Bohaterów Monte Cassino 2, Katowice",Całodobowa
OZO-C2FB3D858D51,Miejsce ochronne,Obiekt ochrony ludności,,Rawa Mazowiecka,pow. rawski,łódzkie,51.7584314,20.2443793,"ul. Tomaszowska 10b, Rawa Mazowiecka",Na żądanie
OZO-067C01DC19A2,Miejsce ochronne,Obiekt ochrony ludności,,Namysłów,pow. namysłowski,opolskie,51.07365429,17.70971606,"ul. Reymonta Władysława Stanisława 12, Namysłów",Całodobowa
OZO-68C94164C143,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8868839432106,20.6464039301901,"ul. Gabrieli Zapolskiej 45B, Kielce",Całodobowa
OZO-CD7A8DA18BD9,Miejsce ochronne,Obiekt ochrony ludności,,Kluczbork,pow. kluczborski,opolskie,50.98130297,18.21549564,"ul. Jana Pawła II 30, Kluczbork",Na żądanie
OZO-38968E187526,Miejsce ochronne,Obiekt ochrony ludności,,Kluczbork,pow. kluczborski,opolskie,50.98132252,18.21530653,"ul. Jana Pawła II 28, Kluczbork",Na żądanie
OZO-6F96DD435149,Miejsce ochronne,Obiekt ochrony ludności,,Namysłów,pow. namysłowski,opolskie,51.07354363,17.70962019,"ul. Reymonta Władysława Stanisława 12, Namysłów",Całodobowa
OZO-6AF2A3731162,Miejsce ochronne,Obiekt ochrony ludności,,Pyskowice,pow. gliwicki,śląskie,50.40094358,18.62144071,"ul. Dąbrowskiego 3/1, Pyskowice",Całodobowa
OZO-D5E2E0F149AF,Miejsce ochronne,Obiekt ochrony ludności,,Nowe Miasto nad Pilicą,pow. grójecki,mazowieckie,51.6180349904303,20.5633436903228,"ul. Tomaszowska 42/26, Nowe Miasto nad Pilicą",Na żądanie
OZO-2524CFB14C35,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.78414808681858,19.433445087551828,"ul. Gandhiego Mahatmy 11, Łódź",Na żądanie
OZO-E80EAED50CDD,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.76995451945,19.4354973497376,"Aleja 1 Maja 72A, Łódź",Całodobowa
OZO-81A706A7EEA8,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2722746197546,19.0181093753135,"ul. Misjonarzy Oblatów MN 26b, Katowice",Na żądanie
OZO-E6A8897AFCDF,Miejsce ochronne,Obiekt ochrony ludności,,Kędzierzyn-Koźle,pow. kędzierzyńsko-kozielski,opolskie,50.338112,18.20589484,"ul. Bema Józefa 22, Kędzierzyn-Koźle",Na żądanie
OZO-53FF1CF93141,Miejsce ochronne,Obiekt ochrony ludności,,Namysłów,pow. namysłowski,opolskie,51.07342929,17.7095217,"ul. Reymonta Władysława Stanisława 12, Namysłów",Całodobowa
OZO-67507FA7166C,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.76932123,19.43319242,"Aleja 1 Maja 84/86, Łódź",Całodobowa
OZO-BCBDACC3EABA,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7698494170208,19.4334631226957,"Aleja 1 Maja 89, Łódź",Na żądanie
OZO-C84E00BDB7D9,Miejsce ochronne,Obiekt ochrony ludności,,Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie,50.350352111964064,19.334212839603424,"ul. Orna 8, Dąbrowa Górnicza",Na żądanie
OZO-25F0B8F62982,Miejsce ochronne,Obiekt ochrony ludności,,Cielądz,pow. rawski,łódzkie,51.7175151908569,20.3454042980049,"38, Cielądz",Określone godziny
OZO-9450A1768DFD,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8762833905827,20.6326450881419,"ul. Targowa 17, Kielce",Określone godziny
OZO-8E2BCEF77AC1,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.79392358,19.60015448,"ul. Teodora 4, Łódź",Na żądanie
OZO-4356204B5222,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8756588152104,20.6314231839123,"ul. Targowa 21, Kielce",Na żądanie
OZO-3802143B1315,Miejsce ochronne,Obiekt ochrony ludności,,Kluczbork,pow. kluczborski,opolskie,50.98131412,18.21512715,"ul. Jana Pawła II 26, Kluczbork",Na żądanie
OZO-36B84114CD0D,Miejsce ochronne,Obiekt ochrony ludności,,Masłów,pow. kielecki,świętokrzyskie,50.9024357,20.7817542,"ul. Bohdana Kosińskiego 20, Mąchocice Kapitulne",Całodobowa
OZO-7AB524861D84,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.87036108,20.62094369,"ul. Równa 10A, Kielce",Na żądanie
